chain,number_of_1s_baselog10
14504,0.8451
14505,0.9031
14506,0.7782
14507,0.8451
14508,0.8451
14509,0.9031
14510,0.8451
14511,0.9031
14512,0.9031
14513,0.9542
14514,0.7782
14515,0.8451
14516,0.8451
14517,0.9031
14518,0.8451
14519,0.9031
14520,0.9031
14521,0.9542
14522,0.8451
14523,0.9031
14524,0.9031
14525,0.9542
14526,0.9031
14527,0.9542
14528,0.9542
14529,1.0
14530,0.699
14531,0.7782
14532,0.7782
14533,0.8451
14534,0.7782
14535,0.8451
14536,0.8451
14537,0.9031
14538,0.7782
14539,0.8451
14540,0.8451
14541,0.9031
14542,0.8451
14543,0.9031
14544,0.9031
14545,0.9542
14546,0.7782
14547,0.8451
14548,0.8451
14549,0.9031
14550,0.8451
14551,0.9031
14552,0.9031
14553,0.9542
14554,0.8451
14555,0.9031
14556,0.9031
14557,0.9542
14558,0.9031
14559,0.9542
14560,0.9542
14561,1.0
14562,0.7782
14563,0.8451
14564,0.8451
14565,0.9031
14566,0.8451
14567,0.9031
14568,0.9031
14569,0.9542
14570,0.8451
14571,0.9031
14572,0.9031
14573,0.9542
14574,0.9031
14575,0.9542
14576,0.9542
14577,1.0
14578,0.8451
14579,0.9031
14580,0.9031
14581,0.9542
14582,0.9031
14583,0.9542
14584,0.9542
14585,1.0
14586,0.9031
14587,0.9542
14588,0.9542
14589,1.0
14590,0.9542
14591,1.0
14592,1.0
14593,1.0414
14594,0.6021
14595,0.699
14596,0.699
14597,0.7782
14598,0.699
14599,0.7782
14600,0.7782
14601,0.8451
14602,0.699
14603,0.7782
14604,0.7782
14605,0.8451
14606,0.7782
14607,0.8451
14608,0.8451
14609,0.9031
14610,0.699
14611,0.7782
14612,0.7782
14613,0.8451
14614,0.7782
14615,0.8451
14616,0.8451
14617,0.9031
14618,0.7782
14619,0.8451
14620,0.8451
14621,0.9031
14622,0.8451
14623,0.9031
14624,0.9031
14625,0.9542
14626,0.699
14627,0.7782
14628,0.7782
14629,0.8451
14630,0.7782
14631,0.8451
14632,0.8451
14633,0.9031
14634,0.7782
14635,0.8451
14636,0.8451
14637,0.9031
14638,0.8451
14639,0.9031
14640,0.9031
14641,0.9542
14642,0.7782
14643,0.8451
14644,0.8451
14645,0.9031
14646,0.8451
14647,0.9031
14648,0.9031
14649,0.9542
14650,0.8451
14651,0.9031
14652,0.9031
14653,0.9542
14654,0.9031
14655,0.9542
14656,0.9542
14657,1.0
14658,0.699
14659,0.7782
14660,0.7782
14661,0.8451
14662,0.7782
14663,0.8451
14664,0.8451
14665,0.9031
14666,0.7782
14667,0.8451
14668,0.8451
14669,0.9031
14670,0.8451
14671,0.9031
14672,0.9031
14673,0.9542
14674,0.7782
14675,0.8451
14676,0.8451
14677,0.9031
14678,0.8451
14679,0.9031
14680,0.9031
14681,0.9542
14682,0.8451
14683,0.9031
14684,0.9031
14685,0.9542
14686,0.9031
14687,0.9542
14688,0.9542
14689,1.0
14690,0.7782
14691,0.8451
14692,0.8451
14693,0.9031
14694,0.8451
14695,0.9031
14696,0.9031
14697,0.9542
14698,0.8451
14699,0.9031
14700,0.9031
14701,0.9542
14702,0.9031
14703,0.9542
14704,0.9542
14705,1.0
14706,0.8451
14707,0.9031
14708,0.9031
14709,0.9542
14710,0.9031
14711,0.9542
14712,0.9542
14713,1.0
14714,0.9031
14715,0.9542
14716,0.9542
14717,1.0
14718,0.9542
14719,1.0
14720,1.0
14721,1.0414
14722,0.699
14723,0.7782
14724,0.7782
14725,0.8451
14726,0.7782
14727,0.8451
14728,0.8451
14729,0.9031
14730,0.7782
14731,0.8451
14732,0.8451
14733,0.9031
14734,0.8451
14735,0.9031
14736,0.9031
14737,0.9542
14738,0.7782
14739,0.8451
14740,0.8451
14741,0.9031
14742,0.8451
14743,0.9031
14744,0.9031
14745,0.9542
14746,0.8451
14747,0.9031
14748,0.9031
14749,0.9542
14750,0.9031
14751,0.9542
14752,0.9542
14753,1.0
14754,0.7782
14755,0.8451
14756,0.8451
14757,0.9031
14758,0.8451
14759,0.9031
14760,0.9031
14761,0.9542
14762,0.8451
14763,0.9031
14764,0.9031
14765,0.9542
14766,0.9031
14767,0.9542
14768,0.9542
14769,1.0
14770,0.8451
14771,0.9031
14772,0.9031
14773,0.9542
14774,0.9031
14775,0.9542
14776,0.9542
14777,1.0
14778,0.9031
14779,0.9542
14780,0.9542
14781,1.0
14782,0.9542
14783,1.0
14784,1.0
14785,1.0414
14786,0.7782
14787,0.8451
14788,0.8451
14789,0.9031
14790,0.8451
14791,0.9031
14792,0.9031
14793,0.9542
14794,0.8451
14795,0.9031
14796,0.9031
14797,0.9542
14798,0.9031
14799,0.9542
14800,0.9542
14801,1.0
14802,0.8451
14803,0.9031
14804,0.9031
14805,0.9542
14806,0.9031
14807,0.9542
14808,0.9542
14809,1.0
14810,0.9031
14811,0.9542
14812,0.9542
14813,1.0
14814,0.9542
14815,1.0
14816,1.0
14817,1.0414
14818,0.8451
14819,0.9031
14820,0.9031
14821,0.9542
14822,0.9031
14823,0.9542
14824,0.9542
14825,1.0
14826,0.9031
14827,0.9542
14828,0.9542
14829,1.0
14830,0.9542
14831,1.0
14832,1.0
14833,1.0414
14834,0.9031
14835,0.9542
14836,0.9542
14837,1.0
14838,0.9542
14839,1.0
14840,1.0
14841,1.0414
14842,0.9542
14843,1.0
14844,1.0
14845,1.0414
14846,1.0
14847,1.0414
14848,1.0414
14849,1.0792
14850,0.6021
14851,0.699
14852,0.699
14853,0.7782
14854,0.699
14855,0.7782
14856,0.7782
14857,0.8451
14858,0.699
14859,0.7782
14860,0.7782
14861,0.8451
14862,0.7782
14863,0.8451
14864,0.8451
14865,0.9031
14866,0.699
14867,0.7782
14868,0.7782
14869,0.8451
14870,0.7782
14871,0.8451
14872,0.8451
14873,0.9031
14874,0.7782
14875,0.8451
14876,0.8451
14877,0.9031
14878,0.8451
14879,0.9031
14880,0.9031
14881,0.9542
14882,0.699
14883,0.7782
14884,0.7782
14885,0.8451
14886,0.7782
14887,0.8451
14888,0.8451
14889,0.9031
14890,0.7782
14891,0.8451
14892,0.8451
14893,0.9031
14894,0.8451
14895,0.9031
14896,0.9031
14897,0.9542
14898,0.7782
14899,0.8451
14900,0.8451
14901,0.9031
14902,0.8451
14903,0.9031
14904,0.9031
14905,0.9542
14906,0.8451
14907,0.9031
14908,0.9031
14909,0.9542
14910,0.9031
14911,0.9542
14912,0.9542
14913,1.0
14914,0.699
14915,0.7782
14916,0.7782
14917,0.8451
14918,0.7782
14919,0.8451
14920,0.8451
14921,0.9031
14922,0.7782
14923,0.8451
14924,0.8451
14925,0.9031
14926,0.8451
14927,0.9031
14928,0.9031
14929,0.9542
14930,0.7782
14931,0.8451
14932,0.8451
14933,0.9031
14934,0.8451
14935,0.9031
14936,0.9031
14937,0.9542
14938,0.8451
14939,0.9031
14940,0.9031
14941,0.9542
14942,0.9031
14943,0.9542
14944,0.9542
14945,1.0
14946,0.7782
14947,0.8451
14948,0.8451
14949,0.9031
14950,0.8451
14951,0.9031
14952,0.9031
14953,0.9542
14954,0.8451
14955,0.9031
14956,0.9031
14957,0.9542
14958,0.9031
14959,0.9542
14960,0.9542
14961,1.0
14962,0.8451
14963,0.9031
14964,0.9031
14965,0.9542
14966,0.9031
14967,0.9542
14968,0.9542
14969,1.0
14970,0.9031
14971,0.9542
14972,0.9542
14973,1.0
14974,0.9542
14975,1.0
14976,1.0
14977,1.0414
14978,0.699
14979,0.7782
14980,0.7782
14981,0.8451
14982,0.7782
14983,0.8451
14984,0.8451
14985,0.9031
14986,0.7782
14987,0.8451
14988,0.8451
14989,0.9031
14990,0.8451
14991,0.9031
14992,0.9031
14993,0.9542
14994,0.7782
14995,0.8451
14996,0.8451
14997,0.9031
14998,0.8451
14999,0.9031
15000,0.9031
15001,0.9542
15002,0.8451
15003,0.9031
15004,0.9031
15005,0.9542
15006,0.9031
15007,0.9542
15008,0.9542
15009,1.0
15010,0.7782
15011,0.8451
15012,0.8451
15013,0.9031
15014,0.8451
15015,0.9031
15016,0.9031
15017,0.9542
15018,0.8451
15019,0.9031
15020,0.9031
15021,0.9542
15022,0.9031
15023,0.9542
15024,0.9542
15025,1.0
15026,0.8451
15027,0.9031
15028,0.9031
15029,0.9542
15030,0.9031
15031,0.9542
15032,0.9542
15033,1.0
15034,0.9031
15035,0.9542
15036,0.9542
15037,1.0
15038,0.9542
15039,1.0
15040,1.0
15041,1.0414
15042,0.7782
15043,0.8451
15044,0.8451
15045,0.9031
15046,0.8451
15047,0.9031
15048,0.9031
15049,0.9542
15050,0.8451
15051,0.9031
15052,0.9031
15053,0.9542
15054,0.9031
15055,0.9542
15056,0.9542
15057,1.0
15058,0.8451
15059,0.9031
15060,0.9031
15061,0.9542
15062,0.9031
15063,0.9542
15064,0.9542
15065,1.0
15066,0.9031
15067,0.9542
15068,0.9542
15069,1.0
15070,0.9542
15071,1.0
15072,1.0
15073,1.0414
15074,0.8451
15075,0.9031
15076,0.9031
15077,0.9542
15078,0.9031
15079,0.9542
15080,0.9542
15081,1.0
15082,0.9031
15083,0.9542
15084,0.9542
15085,1.0
15086,0.9542
15087,1.0
15088,1.0
15089,1.0414
15090,0.9031
15091,0.9542
15092,0.9542
15093,1.0
15094,0.9542
15095,1.0
15096,1.0
15097,1.0414
15098,0.9542
15099,1.0
15100,1.0
15101,1.0414
15102,1.0
15103,1.0414
15104,1.0414
15105,1.0792
15106,0.699
15107,0.7782
15108,0.7782
15109,0.8451
15110,0.7782
15111,0.8451
15112,0.8451
15113,0.9031
15114,0.7782
15115,0.8451
15116,0.8451
15117,0.9031
15118,0.8451
15119,0.9031
15120,0.9031
15121,0.9542
15122,0.7782
15123,0.8451
15124,0.8451
15125,0.9031
15126,0.8451
15127,0.9031
15128,0.9031
15129,0.9542
15130,0.8451
15131,0.9031
15132,0.9031
15133,0.9542
15134,0.9031
15135,0.9542
15136,0.9542
15137,1.0
15138,0.7782
15139,0.8451
15140,0.8451
15141,0.9031
15142,0.8451
15143,0.9031
15144,0.9031
15145,0.9542
15146,0.8451
15147,0.9031
15148,0.9031
15149,0.9542
15150,0.9031
15151,0.9542
15152,0.9542
15153,1.0
15154,0.8451
15155,0.9031
15156,0.9031
15157,0.9542
15158,0.9031
15159,0.9542
15160,0.9542
15161,1.0
15162,0.9031
15163,0.9542
15164,0.9542
15165,1.0
15166,0.9542
15167,1.0
15168,1.0
15169,1.0414
15170,0.7782
15171,0.8451
15172,0.8451
15173,0.9031
15174,0.8451
15175,0.9031
15176,0.9031
15177,0.9542
15178,0.8451
15179,0.9031
15180,0.9031
15181,0.9542
15182,0.9031
15183,0.9542
15184,0.9542
15185,1.0
15186,0.8451
15187,0.9031
15188,0.9031
15189,0.9542
15190,0.9031
15191,0.9542
15192,0.9542
15193,1.0
15194,0.9031
15195,0.9542
15196,0.9542
15197,1.0
15198,0.9542
15199,1.0
15200,1.0
15201,1.0414
15202,0.8451
15203,0.9031
15204,0.9031
15205,0.9542
15206,0.9031
15207,0.9542
15208,0.9542
15209,1.0
15210,0.9031
15211,0.9542
15212,0.9542
15213,1.0
15214,0.9542
15215,1.0
15216,1.0
15217,1.0414
15218,0.9031
15219,0.9542
15220,0.9542
15221,1.0
15222,0.9542
15223,1.0
15224,1.0
15225,1.0414
15226,0.9542
15227,1.0
15228,1.0
15229,1.0414
15230,1.0
15231,1.0414
15232,1.0414
15233,1.0792
15234,0.7782
15235,0.8451
15236,0.8451
15237,0.9031
15238,0.8451
15239,0.9031
15240,0.9031
15241,0.9542
15242,0.8451
15243,0.9031
15244,0.9031
15245,0.9542
15246,0.9031
15247,0.9542
15248,0.9542
15249,1.0
15250,0.8451
15251,0.9031
15252,0.9031
15253,0.9542
15254,0.9031
15255,0.9542
15256,0.9542
15257,1.0
15258,0.9031
15259,0.9542
15260,0.9542
15261,1.0
15262,0.9542
15263,1.0
15264,1.0
15265,1.0414
15266,0.8451
15267,0.9031
15268,0.9031
15269,0.9542
15270,0.9031
15271,0.9542
15272,0.9542
15273,1.0
15274,0.9031
15275,0.9542
15276,0.9542
15277,1.0
15278,0.9542
15279,1.0
15280,1.0
15281,1.0414
15282,0.9031
15283,0.9542
15284,0.9542
15285,1.0
15286,0.9542
15287,1.0
15288,1.0
15289,1.0414
15290,0.9542
15291,1.0
15292,1.0
15293,1.0414
15294,1.0
15295,1.0414
15296,1.0414
15297,1.0792
15298,0.8451
15299,0.9031
15300,0.9031
15301,0.9542
15302,0.9031
15303,0.9542
15304,0.9542
15305,1.0
15306,0.9031
15307,0.9542
15308,0.9542
15309,1.0
15310,0.9542
15311,1.0
15312,1.0
15313,1.0414
15314,0.9031
15315,0.9542
15316,0.9542
15317,1.0
15318,0.9542
15319,1.0
15320,1.0
15321,1.0414
15322,0.9542
15323,1.0
15324,1.0
15325,1.0414
15326,1.0
15327,1.0414
15328,1.0414
15329,1.0792
15330,0.9031
15331,0.9542
15332,0.9542
15333,1.0
15334,0.9542
15335,1.0
15336,1.0
15337,1.0414
15338,0.9542
15339,1.0
15340,1.0
15341,1.0414
15342,1.0
15343,1.0414
15344,1.0414
15345,1.0792
15346,0.9542
15347,1.0
15348,1.0
15349,1.0414
15350,1.0
15351,1.0414
15352,1.0414
15353,1.0792
15354,1.0
15355,1.0414
15356,1.0414
15357,1.0792
15358,1.0414
15359,1.0792
15360,1.0792
15361,1.1139
15362,0.6021
15363,0.699
15364,0.699
15365,0.7782
15366,0.699
15367,0.7782
15368,0.7782
15369,0.8451
15370,0.699
15371,0.7782
15372,0.7782
15373,0.8451
15374,0.7782
15375,0.8451
15376,0.8451
15377,0.9031
15378,0.699
15379,0.7782
15380,0.7782
15381,0.8451
15382,0.7782
15383,0.8451
15384,0.8451
15385,0.9031
15386,0.7782
15387,0.8451
15388,0.8451
15389,0.9031
15390,0.8451
15391,0.9031
15392,0.9031
15393,0.9542
15394,0.699
15395,0.7782
15396,0.7782
15397,0.8451
15398,0.7782
15399,0.8451
15400,0.8451
15401,0.9031
15402,0.7782
15403,0.8451
15404,0.8451
15405,0.9031
15406,0.8451
15407,0.9031
15408,0.9031
15409,0.9542
15410,0.7782
15411,0.8451
15412,0.8451
15413,0.9031
15414,0.8451
15415,0.9031
15416,0.9031
15417,0.9542
15418,0.8451
15419,0.9031
15420,0.9031
15421,0.9542
15422,0.9031
15423,0.9542
15424,0.9542
15425,1.0
15426,0.699
15427,0.7782
15428,0.7782
15429,0.8451
15430,0.7782
15431,0.8451
15432,0.8451
15433,0.9031
15434,0.7782
15435,0.8451
15436,0.8451
15437,0.9031
15438,0.8451
15439,0.9031
15440,0.9031
15441,0.9542
15442,0.7782
15443,0.8451
15444,0.8451
15445,0.9031
15446,0.8451
15447,0.9031
15448,0.9031
15449,0.9542
15450,0.8451
15451,0.9031
15452,0.9031
15453,0.9542
15454,0.9031
15455,0.9542
15456,0.9542
15457,1.0
15458,0.7782
15459,0.8451
15460,0.8451
15461,0.9031
15462,0.8451
15463,0.9031
15464,0.9031
15465,0.9542
15466,0.8451
15467,0.9031
15468,0.9031
15469,0.9542
15470,0.9031
15471,0.9542
15472,0.9542
15473,1.0
15474,0.8451
15475,0.9031
15476,0.9031
15477,0.9542
15478,0.9031
15479,0.9542
15480,0.9542
15481,1.0
15482,0.9031
15483,0.9542
15484,0.9542
15485,1.0
15486,0.9542
15487,1.0
15488,1.0
15489,1.0414
15490,0.699
15491,0.7782
15492,0.7782
15493,0.8451
15494,0.7782
15495,0.8451
15496,0.8451
15497,0.9031
15498,0.7782
15499,0.8451
15500,0.8451
15501,0.9031
15502,0.8451
15503,0.9031
15504,0.9031
15505,0.9542
15506,0.7782
15507,0.8451
15508,0.8451
15509,0.9031
15510,0.8451
15511,0.9031
15512,0.9031
15513,0.9542
15514,0.8451
15515,0.9031
15516,0.9031
15517,0.9542
15518,0.9031
15519,0.9542
15520,0.9542
15521,1.0
15522,0.7782
15523,0.8451
15524,0.8451
15525,0.9031
15526,0.8451
15527,0.9031
15528,0.9031
15529,0.9542
15530,0.8451
15531,0.9031
15532,0.9031
15533,0.9542
15534,0.9031
15535,0.9542
15536,0.9542
15537,1.0
15538,0.8451
15539,0.9031
15540,0.9031
15541,0.9542
15542,0.9031
15543,0.9542
15544,0.9542
15545,1.0
15546,0.9031
15547,0.9542
15548,0.9542
15549,1.0
15550,0.9542
15551,1.0
15552,1.0
15553,1.0414
15554,0.7782
15555,0.8451
15556,0.8451
15557,0.9031
15558,0.8451
15559,0.9031
15560,0.9031
15561,0.9542
15562,0.8451
15563,0.9031
15564,0.9031
15565,0.9542
15566,0.9031
15567,0.9542
15568,0.9542
15569,1.0
15570,0.8451
15571,0.9031
15572,0.9031
15573,0.9542
15574,0.9031
15575,0.9542
15576,0.9542
15577,1.0
15578,0.9031
15579,0.9542
15580,0.9542
15581,1.0
15582,0.9542
15583,1.0
15584,1.0
15585,1.0414
15586,0.8451
15587,0.9031
15588,0.9031
15589,0.9542
15590,0.9031
15591,0.9542
15592,0.9542
15593,1.0
15594,0.9031
15595,0.9542
15596,0.9542
15597,1.0
15598,0.9542
15599,1.0
15600,1.0
15601,1.0414
15602,0.9031
15603,0.9542
15604,0.9542
15605,1.0
15606,0.9542
15607,1.0
15608,1.0
15609,1.0414
15610,0.9542
15611,1.0
15612,1.0
15613,1.0414
15614,1.0
15615,1.0414
15616,1.0414
15617,1.0792
15618,0.699
15619,0.7782
15620,0.7782
15621,0.8451
15622,0.7782
15623,0.8451
15624,0.8451
15625,0.9031
15626,0.7782
15627,0.8451
15628,0.8451
15629,0.9031
15630,0.8451
15631,0.9031
15632,0.9031
15633,0.9542
15634,0.7782
15635,0.8451
15636,0.8451
15637,0.9031
15638,0.8451
15639,0.9031
15640,0.9031
15641,0.9542
15642,0.8451
15643,0.9031
15644,0.9031
15645,0.9542
15646,0.9031
15647,0.9542
15648,0.9542
15649,1.0
15650,0.7782
15651,0.8451
15652,0.8451
15653,0.9031
15654,0.8451
15655,0.9031
15656,0.9031
15657,0.9542
15658,0.8451
15659,0.9031
15660,0.9031
15661,0.9542
15662,0.9031
15663,0.9542
15664,0.9542
15665,1.0
15666,0.8451
15667,0.9031
15668,0.9031
15669,0.9542
15670,0.9031
15671,0.9542
15672,0.9542
15673,1.0
15674,0.9031
15675,0.9542
15676,0.9542
15677,1.0
15678,0.9542
15679,1.0
15680,1.0
15681,1.0414
15682,0.7782
15683,0.8451
15684,0.8451
15685,0.9031
15686,0.8451
15687,0.9031
15688,0.9031
15689,0.9542
15690,0.8451
15691,0.9031
15692,0.9031
15693,0.9542
15694,0.9031
15695,0.9542
15696,0.9542
15697,1.0
15698,0.8451
15699,0.9031
15700,0.9031
15701,0.9542
15702,0.9031
15703,0.9542
15704,0.9542
15705,1.0
15706,0.9031
15707,0.9542
15708,0.9542
15709,1.0
15710,0.9542
15711,1.0
15712,1.0
15713,1.0414
15714,0.8451
15715,0.9031
15716,0.9031
15717,0.9542
15718,0.9031
15719,0.9542
15720,0.9542
15721,1.0
15722,0.9031
15723,0.9542
15724,0.9542
15725,1.0
15726,0.9542
15727,1.0
15728,1.0
15729,1.0414
15730,0.9031
15731,0.9542
15732,0.9542
15733,1.0
15734,0.9542
15735,1.0
15736,1.0
15737,1.0414
15738,0.9542
15739,1.0
15740,1.0
15741,1.0414
15742,1.0
15743,1.0414
15744,1.0414
15745,1.0792
15746,0.7782
15747,0.8451
15748,0.8451
15749,0.9031
15750,0.8451
15751,0.9031
15752,0.9031
15753,0.9542
15754,0.8451
15755,0.9031
15756,0.9031
15757,0.9542
15758,0.9031
15759,0.9542
15760,0.9542
15761,1.0
15762,0.8451
15763,0.9031
15764,0.9031
15765,0.9542
15766,0.9031
15767,0.9542
15768,0.9542
15769,1.0
15770,0.9031
15771,0.9542
15772,0.9542
15773,1.0
15774,0.9542
15775,1.0
15776,1.0
15777,1.0414
15778,0.8451
15779,0.9031
15780,0.9031
15781,0.9542
15782,0.9031
15783,0.9542
15784,0.9542
15785,1.0
15786,0.9031
15787,0.9542
15788,0.9542
15789,1.0
15790,0.9542
15791,1.0
15792,1.0
15793,1.0414
15794,0.9031
15795,0.9542
15796,0.9542
15797,1.0
15798,0.9542
15799,1.0
15800,1.0
15801,1.0414
15802,0.9542
15803,1.0
15804,1.0
15805,1.0414
15806,1.0
15807,1.0414
15808,1.0414
15809,1.0792
15810,0.8451
15811,0.9031
15812,0.9031
15813,0.9542
15814,0.9031
15815,0.9542
15816,0.9542
15817,1.0
15818,0.9031
15819,0.9542
15820,0.9542
15821,1.0
15822,0.9542
15823,1.0
15824,1.0
15825,1.0414
15826,0.9031
15827,0.9542
15828,0.9542
15829,1.0
15830,0.9542
15831,1.0
15832,1.0
15833,1.0414
15834,0.9542
15835,1.0
15836,1.0
15837,1.0414
15838,1.0
15839,1.0414
15840,1.0414
15841,1.0792
15842,0.9031
15843,0.9542
15844,0.9542
15845,1.0
15846,0.9542
15847,1.0
15848,1.0
15849,1.0414
15850,0.9542
15851,1.0
15852,1.0
15853,1.0414
15854,1.0
15855,1.0414
15856,1.0414
15857,1.0792
15858,0.9542
15859,1.0
15860,1.0
15861,1.0414
15862,1.0
15863,1.0414
15864,1.0414
15865,1.0792
15866,1.0
15867,1.0414
15868,1.0414
15869,1.0792
15870,1.0414
15871,1.0792
15872,1.0792
15873,1.1139
15874,0.699
15875,0.7782
15876,0.7782
15877,0.8451
15878,0.7782
15879,0.8451
15880,0.8451
15881,0.9031
15882,0.7782
15883,0.8451
15884,0.8451
15885,0.9031
15886,0.8451
15887,0.9031
15888,0.9031
15889,0.9542
15890,0.7782
15891,0.8451
15892,0.8451
15893,0.9031
15894,0.8451
15895,0.9031
15896,0.9031
15897,0.9542
15898,0.8451
15899,0.9031
15900,0.9031
15901,0.9542
15902,0.9031
15903,0.9542
15904,0.9542
15905,1.0
15906,0.7782
15907,0.8451
15908,0.8451
15909,0.9031
15910,0.8451
15911,0.9031
15912,0.9031
15913,0.9542
15914,0.8451
15915,0.9031
15916,0.9031
15917,0.9542
15918,0.9031
15919,0.9542
15920,0.9542
15921,1.0
15922,0.8451
15923,0.9031
15924,0.9031
15925,0.9542
15926,0.9031
15927,0.9542
15928,0.9542
15929,1.0
15930,0.9031
15931,0.9542
15932,0.9542
15933,1.0
15934,0.9542
15935,1.0
15936,1.0
15937,1.0414
15938,0.7782
15939,0.8451
15940,0.8451
15941,0.9031
15942,0.8451
15943,0.9031
15944,0.9031
15945,0.9542
15946,0.8451
15947,0.9031
15948,0.9031
15949,0.9542
15950,0.9031
15951,0.9542
15952,0.9542
15953,1.0
15954,0.8451
15955,0.9031
15956,0.9031
15957,0.9542
15958,0.9031
15959,0.9542
15960,0.9542
15961,1.0
15962,0.9031
15963,0.9542
15964,0.9542
15965,1.0
15966,0.9542
15967,1.0
15968,1.0
15969,1.0414
15970,0.8451
15971,0.9031
15972,0.9031
15973,0.9542
15974,0.9031
15975,0.9542
15976,0.9542
15977,1.0
15978,0.9031
15979,0.9542
15980,0.9542
15981,1.0
15982,0.9542
15983,1.0
15984,1.0
15985,1.0414
15986,0.9031
15987,0.9542
15988,0.9542
15989,1.0
15990,0.9542
15991,1.0
15992,1.0
15993,1.0414
15994,0.9542
15995,1.0
15996,1.0
15997,1.0414
15998,1.0
15999,1.0414
16000,1.0414
16001,1.0792
16002,0.7782
16003,0.8451
16004,0.8451
16005,0.9031
16006,0.8451
16007,0.9031
16008,0.9031
16009,0.9542
16010,0.8451
16011,0.9031
16012,0.9031
16013,0.9542
16014,0.9031
16015,0.9542
16016,0.9542
16017,1.0
16018,0.8451
16019,0.9031
16020,0.9031
16021,0.9542
16022,0.9031
16023,0.9542
16024,0.9542
16025,1.0
16026,0.9031
16027,0.9542
16028,0.9542
16029,1.0
16030,0.9542
16031,1.0
16032,1.0
16033,1.0414
16034,0.8451
16035,0.9031
16036,0.9031
16037,0.9542
16038,0.9031
16039,0.9542
16040,0.9542
16041,1.0
16042,0.9031
16043,0.9542
16044,0.9542
16045,1.0
16046,0.9542
16047,1.0
16048,1.0
16049,1.0414
16050,0.9031
16051,0.9542
16052,0.9542
16053,1.0
16054,0.9542
16055,1.0
16056,1.0
16057,1.0414
16058,0.9542
16059,1.0
16060,1.0
16061,1.0414
16062,1.0
16063,1.0414
16064,1.0414
16065,1.0792
16066,0.8451
16067,0.9031
16068,0.9031
16069,0.9542
16070,0.9031
16071,0.9542
16072,0.9542
16073,1.0
16074,0.9031
16075,0.9542
16076,0.9542
16077,1.0
16078,0.9542
16079,1.0
16080,1.0
16081,1.0414
16082,0.9031
16083,0.9542
16084,0.9542
16085,1.0
16086,0.9542
16087,1.0
16088,1.0
16089,1.0414
16090,0.9542
16091,1.0
16092,1.0
16093,1.0414
16094,1.0
16095,1.0414
16096,1.0414
16097,1.0792
16098,0.9031
16099,0.9542
16100,0.9542
16101,1.0
16102,0.9542
16103,1.0
16104,1.0
16105,1.0414
16106,0.9542
16107,1.0
16108,1.0
16109,1.0414
16110,1.0
16111,1.0414
16112,1.0414
16113,1.0792
16114,0.9542
16115,1.0
16116,1.0
16117,1.0414
16118,1.0
16119,1.0414
16120,1.0414
16121,1.0792
16122,1.0
16123,1.0414
16124,1.0414
16125,1.0792
16126,1.0414
16127,1.0792
16128,1.0792
16129,1.1139
16130,0.7782
16131,0.8451
16132,0.8451
16133,0.9031
16134,0.8451
16135,0.9031
16136,0.9031
16137,0.9542
16138,0.8451
16139,0.9031
16140,0.9031
16141,0.9542
16142,0.9031
16143,0.9542
16144,0.9542
16145,1.0
16146,0.8451
16147,0.9031
16148,0.9031
16149,0.9542
16150,0.9031
16151,0.9542
16152,0.9542
16153,1.0
16154,0.9031
16155,0.9542
16156,0.9542
16157,1.0
16158,0.9542
16159,1.0
16160,1.0
16161,1.0414
16162,0.8451
16163,0.9031
16164,0.9031
16165,0.9542
16166,0.9031
16167,0.9542
16168,0.9542
16169,1.0
16170,0.9031
16171,0.9542
16172,0.9542
16173,1.0
16174,0.9542
16175,1.0
16176,1.0
16177,1.0414
16178,0.9031
16179,0.9542
16180,0.9542
16181,1.0
16182,0.9542
16183,1.0
16184,1.0
16185,1.0414
16186,0.9542
16187,1.0
16188,1.0
16189,1.0414
16190,1.0
16191,1.0414
16192,1.0414
16193,1.0792
16194,0.8451
16195,0.9031
16196,0.9031
16197,0.9542
16198,0.9031
16199,0.9542
16200,0.9542
16201,1.0
16202,0.9031
16203,0.9542
16204,0.9542
16205,1.0
16206,0.9542
16207,1.0
16208,1.0
16209,1.0414
16210,0.9031
16211,0.9542
16212,0.9542
16213,1.0
16214,0.9542
16215,1.0
16216,1.0
16217,1.0414
16218,0.9542
16219,1.0
16220,1.0
16221,1.0414
16222,1.0
16223,1.0414
16224,1.0414
16225,1.0792
16226,0.9031
16227,0.9542
16228,0.9542
16229,1.0
16230,0.9542
16231,1.0
16232,1.0
16233,1.0414
16234,0.9542
16235,1.0
16236,1.0
16237,1.0414
16238,1.0
16239,1.0414
16240,1.0414
16241,1.0792
16242,0.9542
16243,1.0
16244,1.0
16245,1.0414
16246,1.0
16247,1.0414
16248,1.0414
16249,1.0792
16250,1.0
16251,1.0414
16252,1.0414
16253,1.0792
16254,1.0414
16255,1.0792
16256,1.0792
16257,1.1139
16258,0.8451
16259,0.9031
16260,0.9031
16261,0.9542
16262,0.9031
16263,0.9542
16264,0.9542
16265,1.0
16266,0.9031
16267,0.9542
16268,0.9542
16269,1.0
16270,0.9542
16271,1.0
16272,1.0
16273,1.0414
16274,0.9031
16275,0.9542
16276,0.9542
16277,1.0
16278,0.9542
16279,1.0
16280,1.0
16281,1.0414
16282,0.9542
16283,1.0
16284,1.0
16285,1.0414
16286,1.0
16287,1.0414
16288,1.0414
16289,1.0792
16290,0.9031
16291,0.9542
16292,0.9542
