chain,number_of_1s_baselog10
25440,0.9542
25441,1.0
25442,0.7782
25443,0.8451
25444,0.8451
25445,0.9031
25446,0.8451
25447,0.9031
25448,0.9031
25449,0.9542
25450,0.8451
25451,0.9031
25452,0.9031
25453,0.9542
25454,0.9031
25455,0.9542
25456,0.9542
25457,1.0
25458,0.8451
25459,0.9031
25460,0.9031
25461,0.9542
25462,0.9031
25463,0.9542
25464,0.9542
25465,1.0
25466,0.9031
25467,0.9542
25468,0.9542
25469,1.0
25470,0.9542
25471,1.0
25472,1.0
25473,1.0414
25474,0.699
25475,0.7782
25476,0.7782
25477,0.8451
25478,0.7782
25479,0.8451
25480,0.8451
25481,0.9031
25482,0.7782
25483,0.8451
25484,0.8451
25485,0.9031
25486,0.8451
25487,0.9031
25488,0.9031
25489,0.9542
25490,0.7782
25491,0.8451
25492,0.8451
25493,0.9031
25494,0.8451
25495,0.9031
25496,0.9031
25497,0.9542
25498,0.8451
25499,0.9031
25500,0.9031
25501,0.9542
25502,0.9031
25503,0.9542
25504,0.9542
25505,1.0
25506,0.7782
25507,0.8451
25508,0.8451
25509,0.9031
25510,0.8451
25511,0.9031
25512,0.9031
25513,0.9542
25514,0.8451
25515,0.9031
25516,0.9031
25517,0.9542
25518,0.9031
25519,0.9542
25520,0.9542
25521,1.0
25522,0.8451
25523,0.9031
25524,0.9031
25525,0.9542
25526,0.9031
25527,0.9542
25528,0.9542
25529,1.0
25530,0.9031
25531,0.9542
25532,0.9542
25533,1.0
25534,0.9542
25535,1.0
25536,1.0
25537,1.0414
25538,0.7782
25539,0.8451
25540,0.8451
25541,0.9031
25542,0.8451
25543,0.9031
25544,0.9031
25545,0.9542
25546,0.8451
25547,0.9031
25548,0.9031
25549,0.9542
25550,0.9031
25551,0.9542
25552,0.9542
25553,1.0
25554,0.8451
25555,0.9031
25556,0.9031
25557,0.9542
25558,0.9031
25559,0.9542
25560,0.9542
25561,1.0
25562,0.9031
25563,0.9542
25564,0.9542
25565,1.0
25566,0.9542
25567,1.0
25568,1.0
25569,1.0414
25570,0.8451
25571,0.9031
25572,0.9031
25573,0.9542
25574,0.9031
25575,0.9542
25576,0.9542
25577,1.0
25578,0.9031
25579,0.9542
25580,0.9542
25581,1.0
25582,0.9542
25583,1.0
25584,1.0
25585,1.0414
25586,0.9031
25587,0.9542
25588,0.9542
25589,1.0
25590,0.9542
25591,1.0
25592,1.0
25593,1.0414
25594,0.9542
25595,1.0
25596,1.0
25597,1.0414
25598,1.0
25599,1.0414
25600,1.0414
25601,1.0792
25602,0.4771
25603,0.6021
25604,0.6021
25605,0.699
25606,0.6021
25607,0.699
25608,0.699
25609,0.7782
25610,0.6021
25611,0.699
25612,0.699
25613,0.7782
25614,0.699
25615,0.7782
25616,0.7782
25617,0.8451
25618,0.6021
25619,0.699
25620,0.699
25621,0.7782
25622,0.699
25623,0.7782
25624,0.7782
25625,0.8451
25626,0.699
25627,0.7782
25628,0.7782
25629,0.8451
25630,0.7782
25631,0.8451
25632,0.8451
25633,0.9031
25634,0.6021
25635,0.699
25636,0.699
25637,0.7782
25638,0.699
25639,0.7782
25640,0.7782
25641,0.8451
25642,0.699
25643,0.7782
25644,0.7782
25645,0.8451
25646,0.7782
25647,0.8451
25648,0.8451
25649,0.9031
25650,0.699
25651,0.7782
25652,0.7782
25653,0.8451
25654,0.7782
25655,0.8451
25656,0.8451
25657,0.9031
25658,0.7782
25659,0.8451
25660,0.8451
25661,0.9031
25662,0.8451
25663,0.9031
25664,0.9031
25665,0.9542
25666,0.6021
25667,0.699
25668,0.699
25669,0.7782
25670,0.699
25671,0.7782
25672,0.7782
25673,0.8451
25674,0.699
25675,0.7782
25676,0.7782
25677,0.8451
25678,0.7782
25679,0.8451
25680,0.8451
25681,0.9031
25682,0.699
25683,0.7782
25684,0.7782
25685,0.8451
25686,0.7782
25687,0.8451
25688,0.8451
25689,0.9031
25690,0.7782
25691,0.8451
25692,0.8451
25693,0.9031
25694,0.8451
25695,0.9031
25696,0.9031
25697,0.9542
25698,0.699
25699,0.7782
25700,0.7782
25701,0.8451
25702,0.7782
25703,0.8451
25704,0.8451
25705,0.9031
25706,0.7782
25707,0.8451
25708,0.8451
25709,0.9031
25710,0.8451
25711,0.9031
25712,0.9031
25713,0.9542
25714,0.7782
25715,0.8451
25716,0.8451
25717,0.9031
25718,0.8451
25719,0.9031
25720,0.9031
25721,0.9542
25722,0.8451
25723,0.9031
25724,0.9031
25725,0.9542
25726,0.9031
25727,0.9542
25728,0.9542
25729,1.0
25730,0.6021
25731,0.699
25732,0.699
25733,0.7782
25734,0.699
25735,0.7782
25736,0.7782
25737,0.8451
25738,0.699
25739,0.7782
25740,0.7782
25741,0.8451
25742,0.7782
25743,0.8451
25744,0.8451
25745,0.9031
25746,0.699
25747,0.7782
25748,0.7782
25749,0.8451
25750,0.7782
25751,0.8451
25752,0.8451
25753,0.9031
25754,0.7782
25755,0.8451
25756,0.8451
25757,0.9031
25758,0.8451
25759,0.9031
25760,0.9031
25761,0.9542
25762,0.699
25763,0.7782
25764,0.7782
25765,0.8451
25766,0.7782
25767,0.8451
25768,0.8451
25769,0.9031
25770,0.7782
25771,0.8451
25772,0.8451
25773,0.9031
25774,0.8451
25775,0.9031
25776,0.9031
25777,0.9542
25778,0.7782
25779,0.8451
25780,0.8451
25781,0.9031
25782,0.8451
25783,0.9031
25784,0.9031
25785,0.9542
25786,0.8451
25787,0.9031
25788,0.9031
25789,0.9542
25790,0.9031
25791,0.9542
25792,0.9542
25793,1.0
25794,0.699
25795,0.7782
25796,0.7782
25797,0.8451
25798,0.7782
25799,0.8451
25800,0.8451
25801,0.9031
25802,0.7782
25803,0.8451
25804,0.8451
25805,0.9031
25806,0.8451
25807,0.9031
25808,0.9031
25809,0.9542
25810,0.7782
25811,0.8451
25812,0.8451
25813,0.9031
25814,0.8451
25815,0.9031
25816,0.9031
25817,0.9542
25818,0.8451
25819,0.9031
25820,0.9031
25821,0.9542
25822,0.9031
25823,0.9542
25824,0.9542
25825,1.0
25826,0.7782
25827,0.8451
25828,0.8451
25829,0.9031
25830,0.8451
25831,0.9031
25832,0.9031
25833,0.9542
25834,0.8451
25835,0.9031
25836,0.9031
25837,0.9542
25838,0.9031
25839,0.9542
25840,0.9542
25841,1.0
25842,0.8451
25843,0.9031
25844,0.9031
25845,0.9542
25846,0.9031
25847,0.9542
25848,0.9542
25849,1.0
25850,0.9031
25851,0.9542
25852,0.9542
25853,1.0
25854,0.9542
25855,1.0
25856,1.0
25857,1.0414
25858,0.6021
25859,0.699
25860,0.699
25861,0.7782
25862,0.699
25863,0.7782
25864,0.7782
25865,0.8451
25866,0.699
25867,0.7782
25868,0.7782
25869,0.8451
25870,0.7782
25871,0.8451
25872,0.8451
25873,0.9031
25874,0.699
25875,0.7782
25876,0.7782
25877,0.8451
25878,0.7782
25879,0.8451
25880,0.8451
25881,0.9031
25882,0.7782
25883,0.8451
25884,0.8451
25885,0.9031
25886,0.8451
25887,0.9031
25888,0.9031
25889,0.9542
25890,0.699
25891,0.7782
25892,0.7782
25893,0.8451
25894,0.7782
25895,0.8451
25896,0.8451
25897,0.9031
25898,0.7782
25899,0.8451
25900,0.8451
25901,0.9031
25902,0.8451
25903,0.9031
25904,0.9031
25905,0.9542
25906,0.7782
25907,0.8451
25908,0.8451
25909,0.9031
25910,0.8451
25911,0.9031
25912,0.9031
25913,0.9542
25914,0.8451
25915,0.9031
25916,0.9031
25917,0.9542
25918,0.9031
25919,0.9542
25920,0.9542
25921,1.0
25922,0.699
25923,0.7782
25924,0.7782
25925,0.8451
25926,0.7782
25927,0.8451
25928,0.8451
25929,0.9031
25930,0.7782
25931,0.8451
25932,0.8451
25933,0.9031
25934,0.8451
25935,0.9031
25936,0.9031
25937,0.9542
25938,0.7782
25939,0.8451
25940,0.8451
25941,0.9031
25942,0.8451
25943,0.9031
25944,0.9031
25945,0.9542
25946,0.8451
25947,0.9031
25948,0.9031
25949,0.9542
25950,0.9031
25951,0.9542
25952,0.9542
25953,1.0
25954,0.7782
25955,0.8451
25956,0.8451
25957,0.9031
25958,0.8451
25959,0.9031
25960,0.9031
25961,0.9542
25962,0.8451
25963,0.9031
25964,0.9031
25965,0.9542
25966,0.9031
25967,0.9542
25968,0.9542
25969,1.0
25970,0.8451
25971,0.9031
25972,0.9031
25973,0.9542
25974,0.9031
25975,0.9542
25976,0.9542
25977,1.0
25978,0.9031
25979,0.9542
25980,0.9542
25981,1.0
25982,0.9542
25983,1.0
25984,1.0
25985,1.0414
25986,0.699
25987,0.7782
25988,0.7782
25989,0.8451
25990,0.7782
25991,0.8451
25992,0.8451
25993,0.9031
25994,0.7782
25995,0.8451
25996,0.8451
25997,0.9031
25998,0.8451
25999,0.9031
26000,0.9031
26001,0.9542
26002,0.7782
26003,0.8451
26004,0.8451
26005,0.9031
26006,0.8451
26007,0.9031
26008,0.9031
26009,0.9542
26010,0.8451
26011,0.9031
26012,0.9031
26013,0.9542
26014,0.9031
26015,0.9542
26016,0.9542
26017,1.0
26018,0.7782
26019,0.8451
26020,0.8451
26021,0.9031
26022,0.8451
26023,0.9031
26024,0.9031
26025,0.9542
26026,0.8451
26027,0.9031
26028,0.9031
26029,0.9542
26030,0.9031
26031,0.9542
26032,0.9542
26033,1.0
26034,0.8451
26035,0.9031
26036,0.9031
26037,0.9542
26038,0.9031
26039,0.9542
26040,0.9542
26041,1.0
26042,0.9031
26043,0.9542
26044,0.9542
26045,1.0
26046,0.9542
26047,1.0
26048,1.0
26049,1.0414
26050,0.7782
26051,0.8451
26052,0.8451
26053,0.9031
26054,0.8451
26055,0.9031
26056,0.9031
26057,0.9542
26058,0.8451
26059,0.9031
26060,0.9031
26061,0.9542
26062,0.9031
26063,0.9542
26064,0.9542
26065,1.0
26066,0.8451
26067,0.9031
26068,0.9031
26069,0.9542
26070,0.9031
26071,0.9542
26072,0.9542
26073,1.0
26074,0.9031
26075,0.9542
26076,0.9542
26077,1.0
26078,0.9542
26079,1.0
26080,1.0
26081,1.0414
26082,0.8451
26083,0.9031
26084,0.9031
26085,0.9542
26086,0.9031
26087,0.9542
26088,0.9542
26089,1.0
26090,0.9031
26091,0.9542
26092,0.9542
26093,1.0
26094,0.9542
26095,1.0
26096,1.0
26097,1.0414
26098,0.9031
26099,0.9542
26100,0.9542
26101,1.0
26102,0.9542
26103,1.0
26104,1.0
26105,1.0414
26106,0.9542
26107,1.0
26108,1.0
26109,1.0414
26110,1.0
26111,1.0414
26112,1.0414
26113,1.0792
26114,0.6021
26115,0.699
26116,0.699
26117,0.7782
26118,0.699
26119,0.7782
26120,0.7782
26121,0.8451
26122,0.699
26123,0.7782
26124,0.7782
26125,0.8451
26126,0.7782
26127,0.8451
26128,0.8451
26129,0.9031
26130,0.699
26131,0.7782
26132,0.7782
26133,0.8451
26134,0.7782
26135,0.8451
26136,0.8451
26137,0.9031
26138,0.7782
26139,0.8451
26140,0.8451
26141,0.9031
26142,0.8451
26143,0.9031
26144,0.9031
26145,0.9542
26146,0.699
26147,0.7782
26148,0.7782
26149,0.8451
26150,0.7782
26151,0.8451
26152,0.8451
26153,0.9031
26154,0.7782
26155,0.8451
26156,0.8451
26157,0.9031
26158,0.8451
26159,0.9031
26160,0.9031
26161,0.9542
26162,0.7782
26163,0.8451
26164,0.8451
26165,0.9031
26166,0.8451
26167,0.9031
26168,0.9031
26169,0.9542
26170,0.8451
26171,0.9031
26172,0.9031
26173,0.9542
26174,0.9031
26175,0.9542
26176,0.9542
26177,1.0
26178,0.699
26179,0.7782
26180,0.7782
26181,0.8451
26182,0.7782
26183,0.8451
26184,0.8451
26185,0.9031
26186,0.7782
26187,0.8451
26188,0.8451
26189,0.9031
26190,0.8451
26191,0.9031
26192,0.9031
26193,0.9542
26194,0.7782
26195,0.8451
26196,0.8451
26197,0.9031
26198,0.8451
26199,0.9031
26200,0.9031
26201,0.9542
26202,0.8451
26203,0.9031
26204,0.9031
26205,0.9542
26206,0.9031
26207,0.9542
26208,0.9542
26209,1.0
26210,0.7782
26211,0.8451
26212,0.8451
26213,0.9031
26214,0.8451
26215,0.9031
26216,0.9031
26217,0.9542
26218,0.8451
26219,0.9031
26220,0.9031
26221,0.9542
26222,0.9031
26223,0.9542
26224,0.9542
26225,1.0
26226,0.8451
26227,0.9031
26228,0.9031
26229,0.9542
26230,0.9031
26231,0.9542
26232,0.9542
26233,1.0
26234,0.9031
26235,0.9542
26236,0.9542
26237,1.0
26238,0.9542
26239,1.0
26240,1.0
26241,1.0414
26242,0.699
26243,0.7782
26244,0.7782
26245,0.8451
26246,0.7782
26247,0.8451
26248,0.8451
26249,0.9031
26250,0.7782
26251,0.8451
26252,0.8451
26253,0.9031
26254,0.8451
26255,0.9031
26256,0.9031
26257,0.9542
26258,0.7782
26259,0.8451
26260,0.8451
26261,0.9031
26262,0.8451
26263,0.9031
26264,0.9031
26265,0.9542
26266,0.8451
26267,0.9031
26268,0.9031
26269,0.9542
26270,0.9031
26271,0.9542
26272,0.9542
26273,1.0
26274,0.7782
26275,0.8451
26276,0.8451
26277,0.9031
26278,0.8451
26279,0.9031
26280,0.9031
26281,0.9542
26282,0.8451
26283,0.9031
26284,0.9031
26285,0.9542
26286,0.9031
26287,0.9542
26288,0.9542
26289,1.0
26290,0.8451
26291,0.9031
26292,0.9031
26293,0.9542
26294,0.9031
26295,0.9542
26296,0.9542
26297,1.0
26298,0.9031
26299,0.9542
26300,0.9542
26301,1.0
26302,0.9542
26303,1.0
26304,1.0
26305,1.0414
26306,0.7782
26307,0.8451
26308,0.8451
26309,0.9031
26310,0.8451
26311,0.9031
26312,0.9031
26313,0.9542
26314,0.8451
26315,0.9031
26316,0.9031
26317,0.9542
26318,0.9031
26319,0.9542
26320,0.9542
26321,1.0
26322,0.8451
26323,0.9031
26324,0.9031
26325,0.9542
26326,0.9031
26327,0.9542
26328,0.9542
26329,1.0
26330,0.9031
26331,0.9542
26332,0.9542
26333,1.0
26334,0.9542
26335,1.0
26336,1.0
26337,1.0414
26338,0.8451
26339,0.9031
26340,0.9031
26341,0.9542
26342,0.9031
26343,0.9542
26344,0.9542
26345,1.0
26346,0.9031
26347,0.9542
26348,0.9542
26349,1.0
26350,0.9542
26351,1.0
26352,1.0
26353,1.0414
26354,0.9031
26355,0.9542
26356,0.9542
26357,1.0
26358,0.9542
26359,1.0
26360,1.0
26361,1.0414
26362,0.9542
26363,1.0
26364,1.0
26365,1.0414
26366,1.0
26367,1.0414
26368,1.0414
26369,1.0792
26370,0.699
26371,0.7782
26372,0.7782
26373,0.8451
26374,0.7782
26375,0.8451
26376,0.8451
26377,0.9031
26378,0.7782
26379,0.8451
26380,0.8451
26381,0.9031
26382,0.8451
26383,0.9031
26384,0.9031
26385,0.9542
26386,0.7782
26387,0.8451
26388,0.8451
26389,0.9031
26390,0.8451
26391,0.9031
26392,0.9031
26393,0.9542
26394,0.8451
26395,0.9031
26396,0.9031
26397,0.9542
26398,0.9031
26399,0.9542
26400,0.9542
26401,1.0
26402,0.7782
26403,0.8451
26404,0.8451
26405,0.9031
26406,0.8451
26407,0.9031
26408,0.9031
26409,0.9542
26410,0.8451
26411,0.9031
26412,0.9031
26413,0.9542
26414,0.9031
26415,0.9542
26416,0.9542
26417,1.0
26418,0.8451
26419,0.9031
26420,0.9031
26421,0.9542
26422,0.9031
26423,0.9542
26424,0.9542
26425,1.0
26426,0.9031
26427,0.9542
26428,0.9542
26429,1.0
26430,0.9542
26431,1.0
26432,1.0
26433,1.0414
26434,0.7782
26435,0.8451
26436,0.8451
26437,0.9031
26438,0.8451
26439,0.9031
26440,0.9031
26441,0.9542
26442,0.8451
26443,0.9031
26444,0.9031
26445,0.9542
26446,0.9031
26447,0.9542
26448,0.9542
26449,1.0
26450,0.8451
26451,0.9031
26452,0.9031
26453,0.9542
26454,0.9031
26455,0.9542
26456,0.9542
26457,1.0
26458,0.9031
26459,0.9542
26460,0.9542
26461,1.0
26462,0.9542
26463,1.0
26464,1.0
26465,1.0414
26466,0.8451
26467,0.9031
26468,0.9031
26469,0.9542
26470,0.9031
26471,0.9542
26472,0.9542
26473,1.0
26474,0.9031
26475,0.9542
26476,0.9542
26477,1.0
26478,0.9542
26479,1.0
26480,1.0
26481,1.0414
26482,0.9031
26483,0.9542
26484,0.9542
26485,1.0
26486,0.9542
26487,1.0
26488,1.0
26489,1.0414
26490,0.9542
26491,1.0
26492,1.0
26493,1.0414
26494,1.0
26495,1.0414
26496,1.0414
26497,1.0792
26498,0.7782
26499,0.8451
26500,0.8451
26501,0.9031
26502,0.8451
26503,0.9031
26504,0.9031
26505,0.9542
26506,0.8451
26507,0.9031
26508,0.9031
26509,0.9542
26510,0.9031
26511,0.9542
26512,0.9542
26513,1.0
26514,0.8451
26515,0.9031
26516,0.9031
26517,0.9542
26518,0.9031
26519,0.9542
26520,0.9542
26521,1.0
26522,0.9031
26523,0.9542
26524,0.9542
26525,1.0
26526,0.9542
26527,1.0
26528,1.0
26529,1.0414
26530,0.8451
26531,0.9031
26532,0.9031
26533,0.9542
26534,0.9031
26535,0.9542
26536,0.9542
26537,1.0
26538,0.9031
26539,0.9542
26540,0.9542
26541,1.0
26542,0.9542
26543,1.0
26544,1.0
26545,1.0414
26546,0.9031
26547,0.9542
26548,0.9542
26549,1.0
26550,0.9542
26551,1.0
26552,1.0
26553,1.0414
26554,0.9542
26555,1.0
26556,1.0
26557,1.0414
26558,1.0
26559,1.0414
26560,1.0414
26561,1.0792
26562,0.8451
26563,0.9031
26564,0.9031
26565,0.9542
26566,0.9031
26567,0.9542
26568,0.9542
26569,1.0
26570,0.9031
26571,0.9542
26572,0.9542
26573,1.0
26574,0.9542
26575,1.0
26576,1.0
26577,1.0414
26578,0.9031
26579,0.9542
26580,0.9542
26581,1.0
26582,0.9542
26583,1.0
26584,1.0
26585,1.0414
26586,0.9542
26587,1.0
26588,1.0
26589,1.0414
26590,1.0
26591,1.0414
26592,1.0414
26593,1.0792
26594,0.9031
26595,0.9542
26596,0.9542
26597,1.0
26598,0.9542
26599,1.0
26600,1.0
26601,1.0414
26602,0.9542
26603,1.0
26604,1.0
26605,1.0414
26606,1.0
26607,1.0414
26608,1.0414
26609,1.0792
26610,0.9542
26611,1.0
26612,1.0
26613,1.0414
26614,1.0
26615,1.0414
26616,1.0414
26617,1.0792
26618,1.0
26619,1.0414
26620,1.0414
26621,1.0792
26622,1.0414
26623,1.0792
26624,1.0792
26625,1.1139
26626,0.4771
26627,0.6021
26628,0.6021
26629,0.699
26630,0.6021
26631,0.699
26632,0.699
26633,0.7782
26634,0.6021
26635,0.699
26636,0.699
26637,0.7782
26638,0.699
26639,0.7782
26640,0.7782
26641,0.8451
26642,0.6021
26643,0.699
26644,0.699
26645,0.7782
26646,0.699
26647,0.7782
26648,0.7782
26649,0.8451
26650,0.699
26651,0.7782
26652,0.7782
26653,0.8451
26654,0.7782
26655,0.8451
26656,0.8451
26657,0.9031
26658,0.6021
26659,0.699
26660,0.699
26661,0.7782
26662,0.699
26663,0.7782
26664,0.7782
26665,0.8451
26666,0.699
26667,0.7782
26668,0.7782
26669,0.8451
26670,0.7782
26671,0.8451
26672,0.8451
26673,0.9031
26674,0.699
26675,0.7782
26676,0.7782
26677,0.8451
26678,0.7782
26679,0.8451
26680,0.8451
26681,0.9031
26682,0.7782
26683,0.8451
26684,0.8451
26685,0.9031
26686,0.8451
26687,0.9031
26688,0.9031
26689,0.9542
26690,0.6021
26691,0.699
26692,0.699
26693,0.7782
26694,0.699
26695,0.7782
26696,0.7782
26697,0.8451
26698,0.699
26699,0.7782
26700,0.7782
26701,0.8451
26702,0.7782
26703,0.8451
26704,0.8451
26705,0.9031
26706,0.699
26707,0.7782
26708,0.7782
26709,0.8451
26710,0.7782
26711,0.8451
26712,0.8451
26713,0.9031
26714,0.7782
26715,0.8451
26716,0.8451
26717,0.9031
26718,0.8451
26719,0.9031
26720,0.9031
26721,0.9542
26722,0.699
26723,0.7782
26724,0.7782
26725,0.8451
26726,0.7782
26727,0.8451
26728,0.8451
26729,0.9031
26730,0.7782
26731,0.8451
26732,0.8451
26733,0.9031
26734,0.8451
26735,0.9031
26736,0.9031
26737,0.9542
26738,0.7782
26739,0.8451
26740,0.8451
26741,0.9031
26742,0.8451
26743,0.9031
26744,0.9031
26745,0.9542
26746,0.8451
26747,0.9031
26748,0.9031
26749,0.9542
26750,0.9031
26751,0.9542
26752,0.9542
26753,1.0
26754,0.6021
26755,0.699
26756,0.699
26757,0.7782
26758,0.699
26759,0.7782
26760,0.7782
26761,0.8451
26762,0.699
26763,0.7782
26764,0.7782
26765,0.8451
26766,0.7782
26767,0.8451
26768,0.8451
26769,0.9031
26770,0.699
26771,0.7782
26772,0.7782
26773,0.8451
26774,0.7782
26775,0.8451
26776,0.8451
26777,0.9031
26778,0.7782
26779,0.8451
26780,0.8451
26781,0.9031
26782,0.8451
26783,0.9031
26784,0.9031
26785,0.9542
26786,0.699
26787,0.7782
26788,0.7782
26789,0.8451
26790,0.7782
26791,0.8451
26792,0.8451
26793,0.9031
26794,0.7782
26795,0.8451
26796,0.8451
26797,0.9031
26798,0.8451
26799,0.9031
26800,0.9031
26801,0.9542
26802,0.7782
26803,0.8451
26804,0.8451
26805,0.9031
26806,0.8451
26807,0.9031
26808,0.9031
26809,0.9542
26810,0.8451
26811,0.9031
26812,0.9031
26813,0.9542
26814,0.9031
26815,0.9542
26816,0.9542
26817,1.0
26818,0.699
26819,0.7782
26820,0.7782
26821,0.8451
26822,0.7782
26823,0.8451
26824,0.8451
26825,0.9031
26826,0.7782
26827,0.8451
26828,0.8451
26829,0.9031
26830,0.8451
26831,0.9031
26832,0.9031
26833,0.9542
26834,0.7782
26835,0.8451
26836,0.8451
26837,0.9031
26838,0.8451
26839,0.9031
26840,0.9031
26841,0.9542
26842,0.8451
26843,0.9031
26844,0.9031
26845,0.9542
26846,0.9031
26847,0.9542
26848,0.9542
26849,1.0
26850,0.7782
26851,0.8451
26852,0.8451
26853,0.9031
26854,0.8451
26855,0.9031
26856,0.9031
26857,0.9542
26858,0.8451
26859,0.9031
26860,0.9031
26861,0.9542
26862,0.9031
26863,0.9542
26864,0.9542
26865,1.0
26866,0.8451
26867,0.9031
26868,0.9031
26869,0.9542
26870,0.9031
26871,0.9542
26872,0.9542
26873,1.0
26874,0.9031
26875,0.9542
26876,0.9542
26877,1.0
26878,0.9542
26879,1.0
26880,1.0
26881,1.0414
26882,0.6021
26883,0.699
26884,0.699
26885,0.7782
26886,0.699
26887,0.7782
26888,0.7782
26889,0.8451
26890,0.699
26891,0.7782
26892,0.7782
26893,0.8451
26894,0.7782
26895,0.8451
26896,0.8451
26897,0.9031
26898,0.699
26899,0.7782
26900,0.7782
26901,0.8451
26902,0.7782
26903,0.8451
26904,0.8451
26905,0.9031
26906,0.7782
26907,0.8451
26908,0.8451
26909,0.9031
26910,0.8451
26911,0.9031
26912,0.9031
26913,0.9542
26914,0.699
26915,0.7782
26916,0.7782
26917,0.8451
26918,0.7782
26919,0.8451
26920,0.8451
26921,0.9031
26922,0.7782
26923,0.8451
26924,0.8451
26925,0.9031
26926,0.8451
26927,0.9031
26928,0.9031
26929,0.9542
26930,0.7782
26931,0.8451
26932,0.8451
26933,0.9031
26934,0.8451
26935,0.9031
26936,0.9031
26937,0.9542
26938,0.8451
26939,0.9031
26940,0.9031
26941,0.9542
26942,0.9031
26943,0.9542
26944,0.9542
26945,1.0
26946,0.699
26947,0.7782
26948,0.7782
26949,0.8451
26950,0.7782
26951,0.8451
26952,0.8451
26953,0.9031
26954,0.7782
26955,0.8451
26956,0.8451
26957,0.9031
26958,0.8451
26959,0.9031
26960,0.9031
26961,0.9542
26962,0.7782
26963,0.8451
26964,0.8451
26965,0.9031
26966,0.8451
26967,0.9031
26968,0.9031
26969,0.9542
26970,0.8451
26971,0.9031
26972,0.9031
26973,0.9542
26974,0.9031
26975,0.9542
26976,0.9542
26977,1.0
26978,0.7782
26979,0.8451
26980,0.8451
26981,0.9031
26982,0.8451
26983,0.9031
26984,0.9031
26985,0.9542
26986,0.8451
26987,0.9031
26988,0.9031
26989,0.9542
26990,0.9031
26991,0.9542
26992,0.9542
26993,1.0
26994,0.8451
26995,0.9031
26996,0.9031
26997,0.9542
26998,0.9031
26999,0.9542
27000,0.9542
27001,1.0
27002,0.9031
27003,0.9542
27004,0.9542
27005,1.0
27006,0.9542
27007,1.0
27008,1.0
27009,1.0414
27010,0.699
27011,0.7782
27012,0.7782
27013,0.8451
27014,0.7782
27015,0.8451
27016,0.8451
27017,0.9031
27018,0.7782
27019,0.8451
27020,0.8451
27021,0.9031
27022,0.8451
27023,0.9031
27024,0.9031
27025,0.9542
27026,0.7782
27027,0.8451
27028,0.8451
27029,0.9031
27030,0.8451
27031,0.9031
27032,0.9031
27033,0.9542
27034,0.8451
27035,0.9031
27036,0.9031
27037,0.9542
27038,0.9031
27039,0.9542
27040,0.9542
27041,1.0
27042,0.7782
27043,0.8451
27044,0.8451
27045,0.9031
27046,0.8451
27047,0.9031
27048,0.9031
27049,0.9542
27050,0.8451
27051,0.9031
27052,0.9031
27053,0.9542
27054,0.9031
27055,0.9542
27056,0.9542
27057,1.0
27058,0.8451
27059,0.9031
27060,0.9031
27061,0.9542
27062,0.9031
27063,0.9542
27064,0.9542
27065,1.0
27066,0.9031
27067,0.9542
27068,0.9542
27069,1.0
27070,0.9542
27071,1.0
27072,1.0
27073,1.0414
27074,0.7782
27075,0.8451
27076,0.8451
27077,0.9031
27078,0.8451
27079,0.9031
27080,0.9031
27081,0.9542
27082,0.8451
27083,0.9031
27084,0.9031
27085,0.9542
27086,0.9031
27087,0.9542
27088,0.9542
27089,1.0
27090,0.8451
27091,0.9031
27092,0.9031
27093,0.9542
27094,0.9031
27095,0.9542
27096,0.9542
27097,1.0
27098,0.9031
27099,0.9542
27100,0.9542
27101,1.0
27102,0.9542
27103,1.0
27104,1.0
27105,1.0414
27106,0.8451
27107,0.9031
27108,0.9031
27109,0.9542
27110,0.9031
27111,0.9542
27112,0.9542
27113,1.0
27114,0.9031
27115,0.9542
27116,0.9542
27117,1.0
27118,0.9542
27119,1.0
27120,1.0
27121,1.0414
27122,0.9031
27123,0.9542
27124,0.9542
27125,1.0
27126,0.9542
27127,1.0
27128,1.0
27129,1.0414
27130,0.9542
27131,1.0
27132,1.0
27133,1.0414
27134,1.0
27135,1.0414
27136,1.0414
27137,1.0792
27138,0.6021
27139,0.699
27140,0.699
27141,0.7782
27142,0.699
27143,0.7782
27144,0.7782
27145,0.8451
27146,0.699
27147,0.7782
27148,0.7782
27149,0.8451
27150,0.7782
27151,0.8451
27152,0.8451
27153,0.9031
27154,0.699
27155,0.7782
27156,0.7782
27157,0.8451
27158,0.7782
27159,0.8451
27160,0.8451
27161,0.9031
27162,0.7782
27163,0.8451
27164,0.8451
27165,0.9031
27166,0.8451
27167,0.9031
27168,0.9031
27169,0.9542
27170,0.699
27171,0.7782
27172,0.7782
27173,0.8451
27174,0.7782
27175,0.8451
27176,0.8451
27177,0.9031
27178,0.7782
27179,0.8451
27180,0.8451
27181,0.9031
27182,0.8451
27183,0.9031
27184,0.9031
27185,0.9542
27186,0.7782
27187,0.8451
27188,0.8451
27189,0.9031
27190,0.8451
27191,0.9031
27192,0.9031
27193,0.9542
27194,0.8451
27195,0.9031
27196,0.9031
27197,0.9542
27198,0.9031
27199,0.9542
27200,0.9542
27201,1.0
27202,0.699
27203,0.7782
27204,0.7782
27205,0.8451
27206,0.7782
27207,0.8451
27208,0.8451
27209,0.9031
27210,0.7782
27211,0.8451
27212,0.8451
27213,0.9031
27214,0.8451
27215,0.9031
27216,0.9031
27217,0.9542
27218,0.7782
27219,0.8451
27220,0.8451
27221,0.9031
